19시 10분 34초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 33초   11   25.77    0.00    6.19   13.40    0.00    1.03    0.00    0.00    0.00   53.61

19시 15분 33초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 34초  all   27.10    0.00    7.20   19.21    0.00    2.92    0.00    0.00    0.00   43.57
19시 15분 34초    0   93.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 15분 34초    1   13.68    0.00    7.37   23.16    0.00    5.26    0.00    0.00    0.00   50.53
19시 15분 34초    2   23.16    0.00    3.16   24.21    0.00    2.11    0.00    0.00    0.00   47.37
19시 15분 34초    3   24.24    0.00   12.12   30.30    0.00    8.08    0.00    0.00    0.00   25.25
19시 15분 34초    4   22.34    0.00    6.38   18.09    0.00    3.19    0.00    0.00    0.00   50.00
19시 15분 34초    5   25.00    0.00    8.00   16.00    0.00    3.00    0.00    0.00    0.00   48.00
19시 15분 34초    6   12.90    0.00    4.30   27.96    0.00    1.08    0.00    0.00    0.00   53.76
19시 15분 34초    7   20.41    0.00    6.12   23.47    0.00    3.06    0.00    0.00    0.00   46.94
19시 15분 34초    8   19.39    0.00    8.16   20.41    0.00    2.04    0.00    0.00    0.00   50.00
19시 15분 34초    9   25.00    0.00    6.00   16.00    0.00    3.00    0.00    0.00    0.00   50.00
19시 15분 34초   10   20.21    0.00    9.57   15.96    0.00    1.06    0.00    0.00    0.00   53.19
19시 15분 34초   11   23.00    0.00    8.00   16.00    0.00    3.00    0.00    0.00    0.00   50.00

19시 15분 34초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 35초  all   28.49    0.00    6.76   19.25    0.00    2.40    0.00    0.00    0.00   43.11
19시 15분 35초    0   95.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 15분 35초    1   20.62    0.00    5.15   24.74    0.00    1.03    0.00    0.00    0.00   48.45
19시 15분 35초    2   18.56    0.00    8.25   25.77    0.00    3.09    0.00    0.00    0.00   44.33
19시 15분 35초    3   29.79    0.00    9.57   28.72    0.00    6.38    0.00    0.00    0.00   25.53
19시 15분 35초    4   26.04    0.00    8.33   13.54    0.00    1.04    0.00    0.00    0.00   51.04
19시 15분 35초    5   28.71    0.00    6.93   16.83    0.00    1.98    0.00    0.00    0.00   45.54
19시 15분 35초    6   14.71    0.00    5.88   28.43    0.00    1.96    0.00    0.00    0.00   49.02
19시 15분 35초    7   18.37    0.00    6.12   20.41    0.00    2.04    0.00    0.00    0.00   53.06
19시 15분 35초    8   16.33    0.00    5.10   23.47    0.00    4.08    0.00    0.00    0.00   51.02
19시 15분 35초    9   27.27    0.00    6.06   16.16    0.00    3.03    0.00    0.00    0.00   47.47
19시 15분 35초   10   26.80    0.00    7.22   15.46    0.00    0.00    0.00    0.00    0.00   50.52
19시 15분 35초   11   17.78    0.00    7.78   17.78    0.00    4.44    0.00    0.00    0.00   52.22

19시 15분 35초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 36초  all   27.10    0.00    6.35   19.38    0.00    2.92    0.00    0.00    0.00   44.25
19시 15분 36초    0   27.84    0.00    6.19   20.62    0.00    2.06    0.00    0.00    0.00   43.30
19시 15분 36초    1   16.67    0.00    3.12   18.75    0.00    3.12    0.00    0.00    0.00   58.33
19시 15분 36초    2   52.00    0.00    7.00   12.00    0.00    2.00    0.00    0.00    0.00   27.00
19시 15분 36초    3   51.00    0.00    7.00   18.00    0.00   10.00    0.00    0.00    0.00   14.00
19시 15분 36초    4   23.96    0.00    9.38   19.79    0.00    2.08    0.00    0.00    0.00   44.79
19시 15분 36초    5   25.26    0.00    7.37   17.89    0.00    2.11    0.00    0.00    0.00   47.37
19시 15분 36초    6   16.67    0.00    4.17   23.96    0.00    2.08    0.00    0.00    0.00   53.12
19시 15분 36초    7   20.21    0.00    4.26   26.60    0.00    1.06    0.00    0.00    0.00   47.87
19시 15분 36초    8   14.43    0.00    3.09   21.65    0.00    2.06    0.00    0.00    0.00   58.76
19시 15분 36초    9   22.11    0.00    7.37   18.95    0.00    2.11    0.00    0.00    0.00   49.47
19시 15분 36초   10   25.51    0.00    7.14   17.35    0.00    4.08    0.00    0.00    0.00   45.92
19시 15분 36초   11   27.45    0.00    9.80   17.65    0.00    1.96    0.00    0.00    0.00   43.14

19시 15분 36초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 37초  all   26.63    0.00    7.61   19.36    0.00    3.21    0.00    0.00    0.00   43.20
19시 15분 37초    0   16.67    0.00    9.80   22.55    0.00    3.92    0.00    0.00    0.00   47.06
19시 15분 37초    1   19.00    0.00    6.00   24.00    0.00    3.00    0.00    0.00    0.00   48.00
19시 15분 37초    2   14.29    0.00    7.14   19.39    0.00    2.04    0.00    0.00    0.00   57.14
19시 15분 37초    3   88.00    0.00    7.00    0.00    0.00    5.00    0.00    0.00    0.00    0.00
19시 15분 37초    4   30.69    0.00    7.92   18.81    0.00    3.96    0.00    0.00    0.00   38.61
19시 15분 37초    5   27.27    0.00    8.08   18.18    0.00    5.05    0.00    0.00    0.00   41.41
19시 15분 37초    6   13.13    0.00    7.07   17.17    0.00    3.03    0.00    0.00    0.00   59.60
19시 15분 37초    7   16.49    0.00    7.22   25.77    0.00    1.03    0.00    0.00    0.00   49.48
19시 15분 37초    8   13.98    0.00    5.38   22.58    0.00    1.08    0.00    0.00    0.00   56.99
19시 15분 37초    9   22.68    0.00    6.19   23.71    0.00    3.09    0.00    0.00    0.00   44.33
19시 15분 37초   10   29.29    0.00   11.11   19.19    0.00    2.02    0.00    0.00    0.00   38.38
19시 15분 37초   11   26.53    0.00    8.16   21.43    0.00    5.10    0.00    0.00    0.00   38.78

19시 15분 37초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 38초  all   25.83    0.00    7.50   19.44    0.00    2.90    0.00    0.00    0.00   44.33
19시 15분 38초    0   66.33    0.00    7.14    5.10    0.00    2.04    0.00    0.00    0.00   19.39
19시 15분 38초    1   14.58    0.00    6.25   23.96    0.00    4.17    0.00    0.00    0.00   51.04
19시 15분 38초    2   12.63    0.00    6.32   24.21    0.00    2.11    0.00    0.00    0.00   54.74
19시 15분 38초    3   44.33    0.00    9.28   19.59    0.00    8.25    0.00    0.00    0.00   18.56
19시 15분 38초    4   25.51    0.00    8.16   18.37    0.00    2.04    0.00    0.00    0.00   45.92
19시 15분 38초    5   26.04    0.00    7.29   16.67    0.00    2.08    0.00    0.00    0.00   47.92
19시 15분 38초    6   12.37    0.00    5.15   28.87    0.00    2.06    0.00    0.00    0.00   51.55
19시 15분 38초    7   23.00    0.00    4.00   24.00    0.00    2.00    0.00    0.00    0.00   47.00
19시 15분 38초    8   18.00    0.00    6.00   18.00    0.00    2.00    0.00    0.00    0.00   56.00
19시 15분 38초    9   22.22    0.00    8.08   17.17    0.00    2.02    0.00    0.00    0.00   50.51
19시 15분 38초   10   22.92    0.00    9.38   20.83    0.00    3.12    0.00    0.00    0.00   43.75
19시 15분 38초   11   21.78    0.00   12.87   16.83    0.00    2.97    0.00    0.00    0.00   45.54

19시 15분 38초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 39초  all   29.31    0.00    6.12   18.61    0.00    3.23    0.00    0.00    0.00   42.74
19시 15분 39초    0   61.62    0.00    6.06   10.10    0.00    2.02    0.00    0.00    0.00   20.20
19시 15분 39초    1   17.53    0.00    6.19   20.62    0.00    3.09    0.00    0.00    0.00   52.58
19시 15분 39초    2   50.51    0.00    4.04   11.11    0.00    3.03    0.00    0.00    0.00   31.31
19시 15분 39초    3   22.55    0.00   13.73   26.47    0.00   13.73    0.00    0.00    0.00   23.53
19시 15분 39초    4   30.93    0.00    7.22   18.56    0.00    1.03    0.00    0.00    0.00   42.27
19시 15분 39초    5   31.00    0.00    6.00   20.00    0.00    2.00    0.00    0.00    0.00   41.00
19시 15분 39초    6   20.20    0.00    5.05   23.23    0.00    1.01    0.00    0.00    0.00   50.51
19시 15분 39초    7   20.83    0.00    3.12   18.75    0.00    1.04    0.00    0.00    0.00   56.25
19시 15분 39초    8   16.67    0.00    2.08   19.79    0.00    1.04    0.00    0.00    0.00   60.42
19시 15분 39초    9   23.71    0.00    8.25   17.53    0.00    4.12    0.00    0.00    0.00   46.39
19시 15분 39초   10   27.84    0.00    7.22   19.59    0.00    2.06    0.00    0.00    0.00   43.30
19시 15분 39초   11   27.55    0.00    4.08   17.35    0.00    4.08    0.00    0.00    0.00   46.94

19시 15분 39초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 40초  all   27.26    0.00    6.64   18.91    0.00    2.90    0.00    0.00    0.00   44.29
19시 15분 40초    0   31.00    0.00    6.00   17.00    0.00    4.00    0.00    0.00    0.00   42.00
19시 15분 40초    1   20.41    0.00    3.06   21.43    0.00    2.04    0.00    0.00    0.00   53.06
19시 15분 40초    2   72.82    0.00    6.80    6.80    0.00    0.97    0.00    0.00    0.00   12.62
19시 15분 40초    3   25.26    0.00   10.53   28.42    0.00    9.47    0.00    0.00    0.00   26.32
19시 15분 40초    4   25.25    0.00   10.10   17.17    0.00    2.02    0.00    0.00    0.00   45.45
19시 15분 40초    5   27.96    0.00    6.45   18.28    0.00    2.15    0.00    0.00    0.00   45.16
19시 15분 40초    6   16.67    0.00    4.17   23.96    0.00    2.08    0.00    0.00    0.00   53.12
19시 15분 40초    7   19.39    0.00    5.10   22.45    0.00    3.06    0.00    0.00    0.00   50.00
19시 15분 40초    8   16.16    0.00    5.05   20.20    0.00    2.02    0.00    0.00    0.00   56.57
19시 15분 40초    9   27.72    0.00    4.95   15.84    0.00    2.97    0.00    0.00    0.00   48.51
19시 15분 40초   10   21.05    0.00   10.53   16.84    0.00    1.05    0.00    0.00    0.00   50.53
19시 15분 40초   11   20.62    0.00    7.22   19.59    0.00    3.09    0.00    0.00    0.00   49.48

19시 15분 40초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 41초  all   26.82    0.00    6.94   21.42    0.00    2.91    0.00    0.00    0.00   41.90
19시 15분 41초    0   13.68    0.00    5.26   27.37    0.00    6.32    0.00    0.00    0.00   47.37
19시 15분 41초    1   18.37    0.00    7.14   26.53    0.00    3.06    0.00    0.00    0.00   44.90
19시 15분 41초    2   21.43    0.00    5.10   21.43    0.00    1.02    0.00    0.00    0.00   51.02
19시 15분 41초    3   17.71    0.00   11.46   32.29    0.00   13.54    0.00    0.00    0.00   25.00
19시 15분 41초    4   42.27    0.00    6.19   11.34    0.00    1.03    0.00    0.00    0.00   39.18
19시 15분 41초    5   78.57    0.00    5.10    3.06    0.00    0.00    0.00    0.00    0.00   13.27
19시 15분 41초    6   22.22    0.00    6.06   25.25    0.00    2.02    0.00    0.00    0.00   44.44
19시 15분 41초    7   20.88    0.00    4.40   26.37    0.00    1.10    0.00    0.00    0.00   47.25
19시 15분 41초    8   20.79    0.00    8.91   28.71    0.00    1.98    0.00    0.00    0.00   39.60
19시 15분 41초    9   24.51    0.00    9.80   15.69    0.00    1.96    0.00    0.00    0.00   48.04
19시 15분 41초   10   24.24    0.00    7.07   17.17    0.00    2.02    0.00    0.00    0.00   49.49
19시 15분 41초   11   16.13    0.00    6.45   22.58    0.00    1.08    0.00    0.00    0.00   53.76

19시 15분 41초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 42초  all   28.19    0.00    6.92   20.34    0.00    2.95    0.00    0.00    0.00   41.60
19시 15분 42초    0   14.14    0.00    6.06   19.19    0.00    4.04    0.00    0.00    0.00   56.57
19시 15분 42초    1   23.00    0.00    6.00   23.00    0.00    3.00    0.00    0.00    0.00   45.00
19시 15분 42초    2   14.89    0.00    5.32   22.34    0.00    1.06    0.00    0.00    0.00   56.38
19시 15분 42초    3   29.70    0.00   10.89   27.72    0.00    8.91    0.00    0.00    0.00   22.77
19시 15분 42초    4   78.22    0.00    8.91    4.95    0.00    0.99    0.00    0.00    0.00    6.93
19시 15분 42초    5   40.00    0.00    6.00   13.00    0.00    4.00    0.00    0.00    0.00   37.00
19시 15분 42초    6   22.92    0.00    5.21   30.21    0.00    2.08    0.00    0.00    0.00   39.58
19시 15분 42초    7   17.82    0.00    6.93   21.78    0.00    1.98    0.00    0.00    0.00   51.49
19시 15분 42초    8   19.00    0.00    6.00   26.00    0.00    3.00    0.00    0.00    0.00   46.00
19시 15분 42초    9   28.28    0.00    8.08   18.18    0.00    2.02    0.00    0.00    0.00   43.43
19시 15분 42초   10   21.21    0.00    7.07   21.21    0.00    3.03    0.00    0.00    0.00   47.47
19시 15분 42초   11   27.37    0.00    6.32   16.84    0.00    1.05    0.00    0.00    0.00   48.42

19시 15분 42초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 43초  all   27.60    0.00    7.33   20.19    0.00    3.07    0.00    0.00    0.00   41.82
19시 15분 43초    0   18.56    0.00    4.12   22.68    0.00    6.19    0.00    0.00    0.00   48.45
19시 15분 43초    1   21.65    0.00    4.12   23.71    0.00    2.06    0.00    0.00    0.00   48.45
19시 15분 43초    2   18.75    0.00    5.21   19.79    0.00    2.08    0.00    0.00    0.00   54.17
19시 15분 43초    3   21.43    0.00   11.22   31.63    0.00   12.24    0.00    0.00    0.00   23.47
19시 15분 43초    4   54.00    0.00   10.00    9.00    0.00    1.00    0.00    0.00    0.00   26.00
19시 15분 43초    5   58.76    0.00   11.34    6.19    0.00    2.06    0.00    0.00    0.00   21.65
19시 15분 43초    6   20.20    0.00    6.06   26.26    0.00    3.03    0.00    0.00    0.00   44.44
19시 15분 43초    7   23.71    0.00    5.15   25.77    0.00    1.03    0.00    0.00    0.00   44.33
19시 15분 43초    8   22.68    0.00    6.19   24.74    0.00    1.03    0.00    0.00    0.00   45.36
19시 15분 43초    9   24.75    0.00    9.90   14.85    0.00    0.99    0.00    0.00    0.00   49.50
19시 15분 43초   10   21.65    0.00    8.25   18.56    0.00    3.09    0.00    0.00    0.00   48.45
19시 15분 43초   11   24.49    0.00    6.12   19.39    0.00    2.04    0.00    0.00    0.00   47.96

19시 15분 43초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 44초  all   24.33    0.00    9.20   21.58    0.00    2.67    0.00    0.00    0.00   42.22
19시 15분 44초    0   16.67    0.00    6.25   25.00    0.00    3.12    0.00    0.00    0.00   48.96
19시 15분 44초    1   18.28    0.00    2.15   25.81    0.00    2.15    0.00    0.00    0.00   51.61
19시 15분 44초    2   18.09    0.00    4.26   26.60    0.00    2.13    0.00    0.00    0.00   48.94
19시 15분 44초    3   28.87    0.00   13.40   27.84    0.00    8.25    0.00    0.00    0.00   21.65
19시 15분 44초    4   27.27    0.00    8.08   19.19    0.00    2.02    0.00    0.00    0.00   43.43
19시 15분 44초    5   53.40    0.00   37.86    2.91    0.00    0.97    0.00    0.00    0.00    4.85
19시 15분 44초    6   20.83    0.00    5.21   25.00    0.00    1.04    0.00    0.00    0.00   47.92
19시 15분 44초    7   16.84    0.00    4.21   23.16    0.00    2.11    0.00    0.00    0.00   53.68
19시 15분 44초    8   18.56    0.00    7.22   27.84    0.00    3.09    0.00    0.00    0.00   43.30
19시 15분 44초    9   25.00    0.00    5.21   17.71    0.00    2.08    0.00    0.00    0.00   50.00
19시 15분 44초   10   26.26    0.00    7.07   19.19    0.00    3.03    0.00    0.00    0.00   44.44
19시 15분 44초   11   19.39    0.00    7.14   20.41    0.00    2.04    0.00    0.00    0.00   51.02

19시 15분 44초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 45초  all   25.47    0.59    9.56   19.20    0.00    3.30    0.00    0.00    0.00   41.88
19시 15분 45초    0   22.12    2.88    6.73   21.15    0.00    4.81    0.00    0.00    0.00   42.31
19시 15분 45초    1   21.78    0.99    6.93   24.75    0.00    2.97    0.00    0.00    0.00   42.57
19시 15분 45초    2   16.33    0.00    5.10   22.45    0.00    3.06    0.00    0.00    0.00   53.06
19시 15분 45초    3   30.21    0.00   12.50   25.00    0.00    6.25    0.00    0.00    0.00   26.04
19시 15분 45초    4   26.73    0.99    9.90   15.84    0.00    2.97    0.00    0.00    0.00   43.56
19시 15분 45초    5   48.98    0.00   23.47    8.16    0.00    0.00    0.00    0.00    0.00   19.39
19시 15분 45초    6   16.67    2.08    5.21   21.88    0.00    3.12    0.00    0.00    0.00   51.04
19시 15분 45초    7   19.59    0.00    6.19   26.80    0.00    2.06    0.00    0.00    0.00   45.36
19시 15분 45초    8   16.83    0.00    4.95   22.77    0.00    2.97    0.00    0.00    0.00   52.48
19시 15분 45초    9   26.73    0.00    9.90   14.85    0.00    4.95    0.00    0.00    0.00   43.56
19시 15분 45초   10   29.90    0.00    6.19   14.43    0.00    4.12    0.00    0.00    0.00   45.36
19시 15분 45초   11   30.43    0.00   18.48   11.96    0.00    2.17    0.00    0.00    0.00   36.96

19시 15분 45초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 46초  all   19.32    6.41    6.75   20.51    0.00    2.74    0.00    0.00    0.00   44.27
19시 15분 46초    0   14.43    9.28    5.15   20.62    0.00    4.12    0.00    0.00    0.00   46.39
19시 15분 46초    1   14.71    7.84    4.90   23.53    0.00    2.94    0.00    0.00    0.00   46.08
19시 15분 46초    2   15.00    8.00    6.00   23.00    0.00    3.00    0.00    0.00    0.00   45.00
19시 15분 46초    3   22.11    4.21   10.53   32.63    0.00    9.47    0.00    0.00    0.00   21.05
19시 15분 46초    4   22.11    2.11    9.47   17.89    0.00    2.11    0.00    0.00    0.00   46.32
19시 15분 46초    5   27.84    1.03    6.19   15.46    0.00    0.00    0.00    0.00    0.00   49.48
19시 15분 46초    6   16.67    5.21    5.21   22.92    0.00    2.08    0.00    0.00    0.00   47.92
19시 15분 46초    7   15.79   11.58    4.21   21.05    0.00    0.00    0.00    0.00    0.00   47.37
19시 15분 46초    8   15.53   14.56    6.80   17.48    0.00    1.94    0.00    0.00    0.00   43.69
19시 15분 46초    9   23.16    4.21    6.32   18.95    0.00    3.16    0.00    0.00    0.00   44.21
19시 15분 46초   10   23.23    3.03    8.08   18.18    0.00    3.03    0.00    0.00    0.00   44.44
19시 15분 46초   11   21.88    5.21    8.33   14.58    0.00    1.04    0.00    0.00    0.00   48.96

19시 15분 46초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 47초  all   21.77    4.54    7.97   18.85    0.00    2.40    0.00    0.00    0.00   44.47
19시 15분 47초    0   19.39    7.14    4.08   19.39    0.00    2.04    0.00    0.00    0.00   47.96
19시 15분 47초    1   16.16    3.03    7.07   21.21    0.00    2.02    0.00    0.00    0.00   50.51
19시 15분 47초    2   17.35    4.08    7.14   21.43    0.00    2.04    0.00    0.00    0.00   47.96
19시 15분 47초    3   29.47    2.11    8.42   29.47    0.00    8.42    0.00    0.00    0.00   22.11
19시 15분 47초    4   25.51    6.12    9.18   18.37    0.00    1.02    0.00    0.00    0.00   39.80
19시 15분 47초    5   25.00    3.00    8.00   16.00    0.00    3.00    0.00    0.00    0.00   45.00
19시 15분 47초    6   17.58    0.00    5.49   23.08    0.00    0.00    0.00    0.00    0.00   53.85
19시 15분 47초    7   35.24    1.90    8.57   17.14    0.00    1.90    0.00    0.00    0.00   35.24
19시 15분 47초    8   13.40    6.19    9.28   19.59    0.00    2.06    0.00    0.00    0.00   49.48
19시 15분 47초    9   21.28    6.38    8.51   13.83    0.00    2.13    0.00    0.00    0.00   47.87
19시 15분 47초   10   18.18    7.07   12.12   13.13    0.00    3.03    0.00    0.00    0.00   46.46
19시 15분 47초   11   21.51    7.53    7.53   13.98    0.00    1.08    0.00    0.00    0.00   48.39

19시 15분 47초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 48초  all   26.86    0.00    7.97   18.90    0.00    2.63    0.00    0.00    0.00   43.64
19시 15분 48초    0   11.88    0.00    5.94   18.81    0.00    3.96    0.00    0.00    0.00   59.41
19시 15분 48초    1   10.00    0.00    3.00   20.00    0.00    2.00    0.00    0.00    0.00   65.00
19시 15분 48초    2   14.43    0.00    6.19   27.84    0.00    1.03    0.00    0.00    0.00   50.52
19시 15분 48초    3   27.08    0.00    9.38   28.12    0.00   11.46    0.00    0.00    0.00   23.96
19시 15분 48초    4   23.40    0.00   10.64   20.21    0.00    2.13    0.00    0.00    0.00   43.62
19시 15분 48초    5   26.60    0.00    7.45   15.96    0.00    3.19    0.00    0.00    0.00   46.81
19시 15분 48초    6   18.37    0.00    4.08   20.41    0.00    1.02    0.00    0.00    0.00   56.12
19시 15분 48초    7   81.00    0.00   19.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 15분 48초    8   18.63    0.00    7.84   20.59    0.00    0.98    0.00    0.00    0.00   51.96
19시 15분 48초    9   27.55    0.00    6.12   21.43    0.00    3.06    0.00    0.00    0.00   41.84
19시 15분 48초   10   33.33    0.00    8.82   17.65    0.00    0.98    0.00    0.00    0.00   39.22
19시 15분 48초   11   29.59    0.00    7.14   16.33    0.00    2.04    0.00    0.00    0.00   44.90

19시 15분 48초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 49초  all   26.71    0.00    7.51   20.05    0.00    2.99    0.00    0.00    0.00   42.75
19시 15분 49초    0   16.67    0.00    4.90   20.59    0.00    3.92    0.00    0.00    0.00   53.92
19시 15분 49초    1   16.33    0.00    4.08   27.55    0.00    2.04    0.00    0.00    0.00   50.00
19시 15분 49초    2   18.75    0.00    3.12   28.12    0.00    3.12    0.00    0.00    0.00   46.88
19시 15분 49초    3   39.80    0.00    9.18   23.47    0.00    9.18    0.00    0.00    0.00   18.37
19시 15분 49초    4   40.40    0.00    7.07   14.14    0.00    2.02    0.00    0.00    0.00   36.36
19시 15분 49초    5   25.51    0.00    9.18   20.41    0.00    3.06    0.00    0.00    0.00   41.84
19시 15분 49초    6   12.77    0.00    5.32   23.40    0.00    2.13    0.00    0.00    0.00   56.38
19시 15분 49초    7   56.44    0.00   15.84    6.93    0.00    0.99    0.00    0.00    0.00   19.80
19시 15분 49초    8   15.79    0.00    4.21   22.11    0.00    0.00    0.00    0.00    0.00   57.89
19시 15분 49초    9   25.00    0.00    8.33   17.71    0.00    3.12    0.00    0.00    0.00   45.83
19시 15분 49초   10   22.92    0.00   11.46   17.71    0.00    2.08    0.00    0.00    0.00   45.83
19시 15분 49초   11   28.28    0.00    7.07   19.19    0.00    4.04    0.00    0.00    0.00   41.41

19시 15분 49초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 50초  all   26.68    0.00    7.84   20.12    0.00    3.24    0.00    0.00    0.00   42.11
19시 15분 50초    0   18.37    0.00    2.04   25.51    0.00    6.12    0.00    0.00    0.00   47.96
19시 15분 50초    1   17.71    0.00    5.21   23.96    0.00    2.08    0.00    0.00    0.00   51.04
19시 15분 50초    2   12.90    0.00    3.23   18.28    0.00    2.15    0.00    0.00    0.00   63.44
19시 15분 50초    3   52.04    0.00   11.22   12.24    0.00   14.29    0.00    0.00    0.00   10.20
19시 15분 50초    4   50.00    0.00   11.22   13.27    0.00    0.00    0.00    0.00    0.00   25.51
19시 15분 50초    5   30.85    0.00   10.64   15.96    0.00    1.06    0.00    0.00    0.00   41.49
19시 15분 50초    6   19.15    0.00    5.32   23.40    0.00    1.06    0.00    0.00    0.00   51.06
19시 15분 50초    7   22.33    0.00    7.77   23.30    0.00    2.91    0.00    0.00    0.00   43.69
19시 15분 50초    8   21.21    0.00    6.06   25.25    0.00    3.03    0.00    0.00    0.00   44.44
19시 15분 50초    9   24.00    0.00   10.00   19.00    0.00    1.00    0.00    0.00    0.00   46.00
19시 15분 50초   10   25.24    0.00   11.65   20.39    0.00    2.91    0.00    0.00    0.00   39.81
19시 15분 50초   11   25.77    0.00    9.28   20.62    0.00    2.06    0.00    0.00    0.00   42.27

19시 15분 50초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 51초  all   27.50    0.00    6.62   20.97    0.00    3.14    0.00    0.00    0.00   41.77
19시 15분 51초    0   18.81    0.00    4.95   20.79    0.00    4.95    0.00    0.00    0.00   50.50
19시 15분 51초    1   21.00    0.00    5.00   26.00    0.00    4.00    0.00    0.00    0.00   44.00
19시 15분 51초    2   20.00    0.00    4.21   27.37    0.00    2.11    0.00    0.00    0.00   46.32
19시 15분 51초    3   55.10    0.00   11.22   15.31    0.00    7.14    0.00    0.00    0.00   11.22
19시 15분 51초    4   43.30    0.00    6.19   16.49    0.00    2.06    0.00    0.00    0.00   31.96
19시 15분 51초    5   44.55    0.00    8.91   12.87    0.00    0.99    0.00    0.00    0.00   32.67
19시 15분 51초    6   24.75    0.00    4.95   24.75    0.00    1.98    0.00    0.00    0.00   43.56
19시 15분 51초    7   16.49    0.00    7.22   25.77    0.00    3.09    0.00    0.00    0.00   47.42
19시 15분 51초    8   17.35    0.00    6.12   23.47    0.00    4.08    0.00    0.00    0.00   48.98
19시 15분 51초    9   22.22    0.00    7.07   19.19    0.00    3.03    0.00    0.00    0.00   48.48
19시 15분 51초   10   25.26    0.00    6.32   18.95    0.00    1.05    0.00    0.00    0.00   48.42
19시 15분 51초   11   20.83    0.00    7.29   20.83    0.00    3.12    0.00    0.00    0.00   47.92

19시 15분 51초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 52초  all   27.39    0.00    6.31   21.16    0.00    2.39    0.00    0.00    0.00   42.75
19시 15분 52초    0   23.53    0.00    4.90   25.49    0.00    2.94    0.00    0.00    0.00   43.14
19시 15분 52초    1   17.35    0.00    4.08   20.41    0.00    2.04    0.00    0.00    0.00   56.12
19시 15분 52초    2   19.59    0.00    4.12   22.68    0.00    2.06    0.00    0.00    0.00   51.55
19시 15분 52초    3   25.26    0.00   10.53   33.68    0.00    8.42    0.00    0.00    0.00   22.11
19시 15분 52초    4   26.26    0.00    9.09   21.21    0.00    2.02    0.00    0.00    0.00   41.41
19시 15분 52초    5   94.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 15분 52초    6   19.39    0.00    5.10   24.49    0.00    2.04    0.00    0.00    0.00   48.98
19시 15분 52초    7   19.00    0.00    7.00   23.00    0.00    1.00    0.00    0.00    0.00   50.00
19시 15분 52초    8   10.64    0.00    6.38   25.53    0.00    2.13    0.00    0.00    0.00   55.32
19시 15분 52초    9   28.12    0.00    5.21   18.75    0.00    1.04    0.00    0.00    0.00   46.88
19시 15분 52초   10   23.16    0.00    6.32   18.95    0.00    3.16    0.00    0.00    0.00   48.42
19시 15분 52초   11   20.41    0.00    7.14   20.41    0.00    2.04    0.00    0.00    0.00   50.00

19시 15분 52초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 15분 53초  all   27.46    0.00    6.93   20.70    0.00    2.57    0.00    0.00    0.00   42.34
19시 15분 53초    0   15.15    0.00    6.06   18.18    0.00    2.02    0.00    0.00    0.00   58.59
19시 15분 53초    1   16.67    0.00    6.25   28.12    0.00    3.12    0.00    0.00    0.00   45.83
